record_id,container_path,member_path,nested_depth,size_bytes,compressed_bytes,crc32,sha256,extension,phase,artifact_type,evidence_role,status,duplicate_group
Z002499,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md,0,2915,1756,e20f101c,765630906897d4748dec197b84af5a604778b381b9f89b9af1d1a59399cd3076,md,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0380
Z002500,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/09_RETURN_PACKET_TEMPLATE.md,0,2744,1739,136342b2,15ad89083be9a9b1bd5687750b3f69666a5cd5391268d618f7d0476f33064820,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0070
Z002501,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/00_README_START_HERE.md,0,2444,1629,3493e1bd,059973f58be8735daff8b0f2b527a75f916550f9162c6f8b0a4a97f58990a1b5,md,pre-rebuild-handoff,orientation,supporting-material,zip-member,D0019
Z002502,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/03_DESIGN_GAP_DECISION_MAP.md,0,2696,1642,dae069b0,1f01c9e62668b528bcc565ac56dc1347434d3e32681a585751b86b491c6d120f,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0107
Z002503,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/03_DESIGN_DECISION_MAP.csv,0,1376,746,196817e9,f906f49de60e42cee04d12206c12ad0ea204f47b4e286455991b09adf49e2df8,csv,pre-rebuild-handoff,structured-data,supporting-material,zip-member,D0845
Z002504,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/12_RESEARCH_REFERENCES.md,0,1287,896,84745d38,75e19c2000a2ee87d8d9cfb27ff25e14ba24e70eda04289533dfe9df94318dd8,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0377
Z002505,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/CHECKSUMS.sha256,0,2520,1535,95401a4a,cbb21eda29de34d9c1d1e04f9761b83c716c1a2d9bfb8a893a9bf43a26ab5873,sha256,pre-rebuild-handoff,integrity-metadata,provenance-or-integrity,zip-member,D0684
Z002506,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/schemas/formation_episode.schema.json,0,4002,797,f1bfb3e2,102fd1bde6686d42662a76207f8a5fb3091722b4fe4affa55206ed2c023961ac,json,pre-rebuild-handoff,specification-or-protocol,supporting-material,zip-member,D0053
Z002507,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/schemas/return_manifest.schema.json,0,1633,466,e445795f,069dbba68d2cbab21703ea030a55bf88ae5df27aa11c469abddebe8438ac5a5a,json,pre-rebuild-handoff,manifest,provenance-or-integrity,zip-member,D0020
Z002508,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/tools/verify_task_packet.py,0,691,381,d3406dae,95b3f5132d1a8e6a24f27117314824590205971cc942cd770de112e2e8ca953a,py,pre-rebuild-handoff,instrument-or-code,supporting-material,zip-member,D0498
Z002509,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/Towow_A2A_Research_Handoff_Manual_v1.0.docx,0,248822,247854,243135c2,71ec8ba2ccee0d967b0f5fe3864f4fd53e78aa4ca2143638cbe228a20680d78e,docx,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,
Z002510,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/01_RESEARCH_HANDOFF_MANUAL.md,0,16854,7918,1a9a068b,e19e79e4ee2c921e9913f03ed226516d353cf9ba79ca76413ff35959334a6385,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002511,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/00_START_HERE.md,0,4054,2308,38e4e76d,6dc424a4564d1f3a2bd4117738693078924a44f3d4faf7965da0ca1be51e2010,md,pre-rebuild-handoff,orientation,supporting-material,zip-member,
Z002512,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/Towow_A2A_Research_Handoff_Manual_v1.0.md,0,102294,39783,e118f112,b93c9b9ac768cbc7852fccbe902a8a46489ffb682d31374df52a9a5985374060,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002513,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/03_RESEARCH_LINEAGE_AND_CONCEPT_GENEALOGY.md,0,11452,5940,2517ea63,d0c079e91baf777f068286aa6cd824502cd2ce1971c8f18783eaa3178a6f917a,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002514,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/ΘÇÜτê╗_A2A_τáöτ⌐╢Σ║ñµÄÑµëïσåî_v1.0.pdf,0,2197758,1100949,2a01ebca,735af1e77021113c2d3265cd6a3c66159fa49ab68358607c4722f65d9d671fa4,pdf,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,D0371
Z002515,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/10_RESEARCH_ASSISTANT_BOOTSTRAP_PROMPT.md,0,6658,3532,7b3545db,cc42929967c97fdebe7464b910f70ae9eb1c55ae34c5a1f0b42973eebbdbae2e,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002516,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/07_READING_PATH_AND_SOURCE_GUIDE.md,0,9120,4521,1bea1d69,69debc3d30e0337ab2afdf7058bffc78df8d967c71f2fd5be42ac847b0100ceb,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002517,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/06_FULL_TREATISE_RECONSTRUCTION_BLUEPRINT.md,0,11933,5798,ad58e69c,a3903e78e034642c7da53024b444a9ed1950a18b157fb4b5fb8892cbcb6fa21e,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002518,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/11_GLOSSARY.md,0,6850,3675,d52014b7,e51f0c02b8c6f84b559e2d600dd44eef9e7df16e9c3d04d921d93d903882a606,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002519,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/04_EVIDENCE_AND_CLAIM_STATE.md,0,10041,5002,dc12861e,7a9ebdd40f5bef572fc85bdd55d232865cd234637a82d96c9d0110c56f2c7bd2,md,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,
Z002520,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/05_RESEARCH_ASSISTANT_MISSION_AND_METHOD.md,0,8049,4021,9cffef59,2ee765941e3886ffb9a2f1b4e20b66233e66f120bd74639e679bd3f718a3d56a,md,pre-rebuild-handoff,research-program,supporting-material,zip-member,
Z002521,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/13_INTERNAL_USE_NOTICE.md,0,500,378,b0f28587,df1b5d326cf03951266b8ce2dcb5df17559f7ce4f9989bf05279574f1a7f59cf,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002522,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/02_CURRENT_UNIFIED_MODEL_THREE_AXES.md,0,12836,6129,db5e78d9,5c64e970804acd619532f8cb830bcf417021e7ed5dd68efa9aa82579aa6ea5ff,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002523,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/12_HANDOFF_CHECKLIST.md,0,2135,1215,a5532777,f63ed11ba75655376cf602f3f5778e31b1ea36cdd82c00d0939f6fb9caa5eb80,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002524,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/08_OPEN_QUESTIONS_AND_DECISION_POINTS.md,0,8079,4344,2f3264d4,bb25fd40445ff918d3898941d12d534cb39d2b72c46484b88320aa991a3bdc52,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002525,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/handoff/09_ASSET_COVERAGE_AND_GAPS.md,0,4419,2485,2175487d,459a8ebf51c0b37fe951e6d7ef4274f2e7a72c0b8ab61060b53792cd9d77f261,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,
Z002526,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/README.md,0,1233,767,329417f7,ec23b3039b57f88153cac5dd3070c2a83f78619e244a90b6971cc2b3419e9fda,md,pre-rebuild-handoff,orientation,supporting-material,zip-member,
Z002527,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/ΘÇÜτê╗_A2A_τ╗ƒΣ╕ÇΦ«║µûç_Σ╗ÄΣ╕╗µ¥âΣ╕ûτòîσê░σà▒σÉîτÄ░σ«₧.docx,0,1299122,1297646,2ed3c568,ca7a4e5a7f1d6e59d5b4206c7ff9a8c9a5b21f3205f93ade532fa954b3e17edb,docx,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,D0678
Z002528,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/τ╗ƒΣ╕ÇΦ«║µûç_µ║Éτ¿┐.md,0,55720,24232,0358c3a9,dd21711e325de293fa5197e97e8c9dd40b1d6167fb766e6f03d58823874cf3bd,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0752
Z002529,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/concept_decision_ledger.csv,0,5955,3330,f1cd32cd,196bbb51399a709f8368efb7e96fd417f8844a15cca810bfc8b3e6b8d8764557,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0083
Z002530,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/10_CODEX_BOOTSTRAP_PROMPT.md,0,5788,3331,08720209,e03bacade3ffb6a41efa7df8c70fd02577a769a9b676b8dde89f77df03ec1998,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0761
Z002531,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/04_FLAGSHIP_CONSTRUCTIVE_RESEARCH_CHARTER.md,0,3994,2213,99ddbb35,6b57460de56446c88337424dcef7ddf3c92cfacc1cc25de64414fd7bba153a98,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0342
Z002532,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/08_RESEARCH_DECISION_RULES.md,0,2864,1699,75acb2f5,58e3f3b0388155965f33ce6d9ad397479910925ee99e80d87a112a5c8b8182ba,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0288
Z002533,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/05_LOCAL_RESEARCH_MISSION.md,0,2208,1294,826337e2,e16be9990f1cb806cadeee1c04cd6f069a92199c4825d04b6420388eeb0018e8,md,pre-rebuild-handoff,research-program,supporting-material,zip-member,D0766
Z002534,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/11_TASK_SELECTION_SCORECARD.md,0,1792,1121,00a24875,b566692a63a78571533e7026d222fe591c0feab753eda98e2b1a22e2e479ae7c,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0595
Z002535,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/01_CURRENT_SYSTEM_v0.7.2.md,0,5797,3241,c4e1780e,1e62ea94fa0a752e253964d95e7f3ba41eb2c7347764623cf9849c358da4ce7a,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0105
Z002536,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/02_DYNAMIC_RESEARCH_MAP.md,0,3149,1883,c317172e,e1e2883a5c98fff4fb2b91dbe291de234e4341463c383c68073d028312a27647,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0768
Z002537,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md,0,2915,1756,e20f101c,765630906897d4748dec197b84af5a604778b381b9f89b9af1d1a59399cd3076,md,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0380
Z002538,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/03_DESIGN_GAP_DECISION_MAP.md,0,2696,1642,dae069b0,1f01c9e62668b528bcc565ac56dc1347434d3e32681a585751b86b491c6d120f,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0107
Z002539,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/02_σ╜ôσëìτ╗ƒΣ╕ÇΣ╜ôτ│╗_µùùΦê░σ«₧Θ¬îσÉ╕µö╢τëê.md,0,5503,2909,6e0229f0,ab402524b41803745e2ee0c5ab83dc5f0ae82f75faa6bf70e2af4ab218fd9d80,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0564
Z002540,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/06_Φ┐öσ¢₧σîàΦ»üµì«σ«íΦ«íΦ»┤µÿÄ.md,0,732,566,2a253690,e6c020704d228250f5c37108152f376d0f8d6c390634102452cf7703bd995bda,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0787
Z002541,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/01_µùùΦê░σ«₧Θ¬îΦºúΘçèΣ╕Äτáöτ⌐╢σêñµû¡.md,0,17333,7894,f77d4c45,dc62f5f53bf12a475c3a3470e8199d308f639f3a396fd3cbac966efe07c4244d,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0748
Z002542,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/03_σè¿µÇüτáöτ⌐╢σ£░σ¢╛_τÄ░σ«₧Σ╕╗Σ╜ôΦ╜¼σÉæ.md,0,3889,2300,0259dc26,37dd36cfaedb1a7e65da0ec677854e6cefb5b41792f5134680303adc4399d6f6,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0176
Z002543,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/04_DESIGN_DELTA.md,0,3242,1787,ca4fed46,2ad62982c5d8d5acefbd16289370b1d2b50ba3dba62d3c3ba91408a440abb3e4,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0142
Z002544,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/05_CLAIM_EVIDENCE_UPDATE_CHIEF.csv,0,2043,1270,ffa9a8b5,1870a27faeb912bbf188219dac696f704e2e13cefbe623a394d9508e97a5e72d,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0079
Z002545,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/ΘÇÜτê╗_A2A_τ╗ƒΣ╕ÇΦ«║µûç_Σ╗ÄΣ╕╗µ¥âΣ╕ûτòîσê░σà▒σÉîτÄ░σ«₧.pdf,0,1724843,1649478,d63c71ea,48880b515f120adbf45284fb0d40a98a9748e737003da3f7276aaad371fd3287,pdf,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,D0229
Z002546,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/core_sources/claim_evidence_register.csv,0,4902,2724,73013746,046bbdf4587bacc1ba92e37765c1b81568a3fe30e818e36fda0f6bd760c716b9,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0013
Z002547,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_contact/sheet-5.jpg,0,89444,61525,bd095fc5,9bb92a39fdd36d5fb8c28ef7ba2306e065559ba726a5fc5a0b151d4b4cc17fb1,jpg,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002548,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_contact/sheet-2.jpg,0,301621,284156,fe0ba49a,41f4285eaf5d4852ea1f3e8c74cf524583848ceaa0e22bf48dbfa1aa80a07ba3,jpg,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002549,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_contact/sheet-3.jpg,0,242178,222047,9d70bab0,c21c006de4da1f1c8171e97df9a24319ebd35d8ec8806c8f1dad19f5cea308f1,jpg,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002550,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_contact/sheet-4.jpg,0,273330,254439,9085b0ed,7db12358779992043d51dba2ab18d03e9e7e6cfb3da85828a2b4a7ddcf83c255,jpg,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002551,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_contact/sheet-1.jpg,0,310413,291857,0ba437e3,31e88270ffe2694e953622abcfb97de84831acbf905a0764370199cb25efb2c2,jpg,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002552,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/render_log.txt,0,1085,292,441c217f,eaa0016ccb629c83fdefc7e23c88265c9d4c34e473978041ac73a7a06c6e8d22,txt,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,
Z002553,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-68.png,0,271404,239471,141b02d2,7ebcf5c7f8537ba36f19836495cfb287020632695f79fe9141edd3558b723c04,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002554,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-38.png,0,368740,332948,73b0e044,6936f7345d068eac9c197e55c39ee22bb504397e516a22214100ad47edd970a8,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002555,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-28.png,0,413319,379914,ca4ad0f4,a267715509cc250105409c392ff4d12094f9ae32beab17f67f6448da2c6da2a1,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002556,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-42.png,0,282295,254937,7aa12716,42b3edb5e5a1ee8866020b935dffd988518e67c665bfc22c4075320311bf5e52,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002557,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-50.png,0,272290,242853,3710e7b8,a8396e05da454377bf102827ff919a6ffb37d2dd171c8285ad70c8008e1231c2,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002558,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-22.png,0,368323,330876,87e98a85,70b8bb18c9ddfedcc538c2715b3f7a30e22fd2f5afab2bb96020dc13180d2509,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002559,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-10.png,0,365095,328580,0d15c51b,008447068da3beb33f58bc6d168aafd4187f7547621bfe54ff0d6f584e331477,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z002560,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/page-43.png,0,262683,234026,801bc665,6abbea82656475d3d3a25ab9f7b957488ca8e84b42ab0e8f3b263ac1fa266efb,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
