duplicate_group,sha256,copy_count,members
D0026,075008044f543db9ae5b6c115c4b13bb768d3651df5e4d4ac36d7de17d93c23b,2,Z001269:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/04_SKILLS/cards/adversarial_review.skill.yaml || Z002024:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/04_SKILLS/cards/adversarial_review.skill.yaml
D0027,076e09052113e79e8c346f2d1c5918a014694867af490ba03b61459fddbcec37,2,Z000058:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/pyproject.toml || Z000732:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/towow_fieldkit/pyproject.toml
D0028,08806ed35f77d0acda6acb527653bf2a973519bb8536698d47ec52720391f0ca,2,Z000218:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/01_PUBLIC_EVIDENCE_PROGRAM.md || Z000522:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/01_PUBLIC_EVIDENCE_PROGRAM.md
D0029,08a98c093fa49ba4d5a7f266c87ab6b7da013000b50bf5e9252bc1db44d31ef6,2,Z000807:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/14-µ£»Φ»¡Φí¿Σ╕Äσ»╣Φ▒íτ¢«σ╜ò.md || Z002438:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/14-µ£»Φ»¡Φí¿Σ╕Äσ»╣Φ▒íτ¢«σ╜ò.md
D0030,08aaa6fd4edfeac7e7b2d9658902c8a351d8215c51b1c270444e1fa922e59386,3,Z000107:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/archival_cases/crossrail/case.json || Z000358:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/archival_cases/crossrail/case.json || Z000680:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/crossrail/case.json
D0031,09277207c838c97dcc0e0f6991e1b19f49033bd76f411a81cd027c1a32a2f315,3,Z001394:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/templates/closed_loop_card.md || Z001844:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/06_artifacts/templates/closed_loop_card.md || Z001875:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/templates/closed_loop_card.md
D0032,093df53ac7631bbef3f6316a1a098b4254120a48806f4129839a061358fddabe,2,Z001119:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà.zip!/towow-protocol-design-pack-v1/26-σ╛àΦ«¿Φ«║Φ««Θóÿσåî_v1.0.md || Z002464:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà/towow-protocol-design-pack-v1/26-σ╛àΦ«¿Φ«║Φ««Θóÿσåî_v1.0.md
D0033,096b9760079f0e74f46a20eab2c02f8b461d8b183296e0d326ac41ad72b6f888,2,Z001342:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/09_OBSERVABILITY/metrics.yaml || Z001802:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/09_OBSERVABILITY/metrics.yaml
D0034,097b5fd038f7a55ff5eebfcda53bea13c64e439d8abb05c9f5e9fa400613458e,2,Z001164:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/ENVIRONMENT_FACTS.json || Z001561:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/ENVIRONMENT_FACTS.json
D0035,0a113ab1b4acfaf9ff3d6f7c7bcbf2fcb84f5ac39b0e1f2a163d1cfa5b2fa5ef,2,Z001313:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/07_ARTIFACTS/artifact_catalog.yaml || Z001974:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/07_ARTIFACTS/artifact_catalog.yaml
D0036,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,5,P0117:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md || Z000073:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md || Z000301:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/real_world_protocol/01_R7_最小原则性实验_v0.2.md || Z000616:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/real_world_protocol/01_R7_最小原则性实验_v0.2.md || Z000719:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md
D0037,0aa128acdcc6a9387718044705458d51854c2ff7c1da2d8f13e8e16f7aac2334,2,Z000810:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/appendices/E-σñûΘâ¿Φ╡äµûÖσìíΣ╕Äµ▒çσÉêσìÅΦ««.md || Z002448:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/appendices/E-σñûΘâ¿Φ╡äµûÖσìíΣ╕Äµ▒çσÉêσìÅΦ««.md
D0038,0b18c6a39142ee5f0ecd898a5bb322aaea3b211bb090c85fa356ddf2e1db82cb,2,Z001272:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/04_SKILLS/cards/clean_room_prototyping.skill.yaml || Z002009:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/04_SKILLS/cards/clean_room_prototyping.skill.yaml
D0039,0c6ce8d47b7582f23a816d166103327ed8fdd13193ae0323efb1fffa944151e4,3,Z000135:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/experiments/R7P_public_trace_extended/case_profiles.json || Z000387:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/experiments/R7P_public_trace_extended/case_profiles.json || Z000675:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/case_profiles.json
D0040,0c702f27aa0f182fcd2abfe1edfd023bdb51bd4554cc2fcdfa051f21997c5a0a,2,P0207:02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/README.md || Z002638:02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program.zip!/Towow_v1.2_Decision_Program/README.md
D0041,0d3f7fd77de02bde83b46c04ae012aebbf334c49b07c700ae0aceaee43a6034e,2,Z001162:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/experiments/r5-2-run-002-capability-holdout/inputs/predictions_before.json || Z001600:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/experiments/r5-2-run-002-capability-holdout/inputs/predictions_before.json
D0042,0d9b207db6f97d813ccba661a4fe4c90b29c035dbf7dcce72b1293eb6e28258c,2,Z000844:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/code_changes/source/sovereign_node.py || Z002221:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/code_changes/source/sovereign_node.py
D0043,0dc42c87479c2b2e499f8432bfac19196dab918b43d2b6a3bcf3dffed0c28b5b,2,Z000856:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-002-effect-granularity/costs.json || Z002293:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-002-effect-granularity/costs.json
D0044,0e604288cbcc495c70af1028ff2904381d57dd4ee6a2b19318af330b8a66826e,2,Z000831:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/DECISION_LOG.md || Z002228:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/DECISION_LOG.md
D0045,0f1c9bd5473dbde86d6358f319612e4e2f1126e2bcabcee8273ba4eba22f46a2,4,Z000261:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/current.json || Z000264:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/versions/v0003.json || Z000565:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/current.json || Z000568:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/versions/v0003.json
D0046,0f3dfbf2cef826766c246686c01a1cac364705937aea0ce9b8dee2ce541adc2d,2,Z000262:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/versions/v0001.json || Z000566:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-GIPHY/shared/relation/versions/v0001.json
D0047,0f41d089019629bbdb24a012c4f36d16bda2c287b99a72e53f721904e528d533,4,Z000253:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/shared/relation/current.json || Z000255:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/shared/relation/versions/v0002.json || Z000557:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/shared/relation/current.json || Z000559:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/shared/relation/versions/v0002.json
D0048,0f65f4c98dc98e0daf68d3c6580268a97ce909e2c3a557daed5f537fa7fe6b4a,3,Z001376:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/00_constitution/constitution.md || Z001821:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/00_constitution/constitution.md || Z001879:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/00_constitution/constitution.md
D0049,0f7486372631d109148d46f3a48d5cbd943c61a26bffe00849f6ea774428ace7,2,Z001131:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/experiments/r5-2-run-001-effect-reality/traces/poller-suite-final.json || Z001573:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/experiments/r5-2-run-001-effect-reality/traces/poller-suite-final.json
D0050,0fc591c3d55d05c4fa9d1b2e6e3e71c8eb78e631dfc5bd0543c35cfa3d17fdbe,2,Z000896:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-003-action-space-claims/outputs/cases.json || Z002244:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-003-action-space-claims/outputs/cases.json
D0051,0ffac1051d0b949c9fd685704bdc51b820099dd41d7a017471e57557f17708d2,2,Z001304:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/06_VALIDATORS/cards/handoff_portability.validator.yaml || Z001775:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/06_VALIDATORS/cards/handoff_portability.validator.yaml
D0052,10039b417404d58e9c27e5b0b92f7b823f34342a3a606b4a094d2a18eafca403,2,Z000798:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/schemas/design-ir.example.yaml || Z002441:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/schemas/design-ir.example.yaml
D0053,102fd1bde6686d42662a76207f8a5fb3091722b4fe4affa55206ed2c023961ac,4,Z001228:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5.zip!/towow_a2a_r5_constructive_packet_v1.5/schemas/formation_episode.schema.json || Z001685:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/INPUTS/schemas/formation_episode.schema.json || Z001696:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/SCHEMAS/formation_episode.schema.json || Z002506:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/schemas/formation_episode.schema.json
D0054,10c5e18b1eb1e5b72a4c18dbff6ea49600bfc915985375abc3da8a52f63f08ae,2,Z001461:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/PACKAGE_SUMMARY.json || Z001808:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/PACKAGE_SUMMARY.json
D0055,10d99739258668c5381bb42190d84a12e67ef702dba8f7c7f0a1870723b258ae,2,Z000105:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/README.md || Z000660:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/README.md
D0056,117fcb9976e54a94eb1a9d7efec1b5511dab78aadbeb4cd7089c870e985abf63,5,Z000062:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/towow_fieldkit/cli.py || Z000212:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/towow_fieldkit/towow_fieldkit/cli.py || Z000451:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/opc_fieldkit_v0.7/towow_fieldkit/cli.py || Z000508:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/towow_fieldkit/towow_fieldkit/cli.py || Z000736:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/towow_fieldkit/towow_fieldkit/cli.py
D0057,1221d2ed4a63e602710a97b9e7f00f6f7bdd47dace656ed3d120bc532b07a0a8,3,Z001058:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗_A2A_τ¼¼Σ║îΦ╜«τáöτ⌐╢_σ«îµò┤τáöτ⌐╢σîà(1).zip!/towow_round2_release/figures/coordination_constitution_loops.png || Z001617:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/ΘÇÜτê╗_A2A_τ¼¼Σ║îΦ╜«τáöτ⌐╢_σ«îµò┤τáöτ⌐╢σîà(1)/towow_round2_release/figures/coordination_constitution_loops.png || Z002680:02_WORKSPACE_SNAPSHOT/Towow_正式统一论文_v1.0_完整包.zip!/Towow_Formal_Unified_Paper_v1.0/figures/coordination_constitution_loops.png
D0058,1235cb85847eb3826bc345d4daf1fc10d9c995e487f99f17af7780afa30bcbe1,2,Z000140:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/experiments/R7P_public_trace_pilot/analyze.py || Z000392:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/experiments/R7P_public_trace_pilot/analyze.py
